movie_id,title,phase,genre,lead_actor,director,release_date,release_year,duration_minutes,imdb_rating,popularity_score,total_box_office_usd,verdict,poster_url,country
17,Thor: Ragnarok,3,Fantasy,Chris Hemsworth,Taika Waititi,2017-11-03,2017,130,8.27,76.4,65285268,Hit,https://mcu-posters.example.com/17.jpg,Germany
29,Thor: Love and Thunder,4,Fantasy,Chris Hemsworth,Taika Waititi,2022-07-08,2022,119,6.05,100.0,76443640,Flop,https://mcu-posters.example.com/29.jpg,UK
18,Black Panther,3,Action,Chadwick Boseman,Ryan Coogler,2018-02-16,2018,134,7.52,100.0,138074294,Hit,https://mcu-posters.example.com/18.jpg,Germany
22,Avengers: Endgame,3,Action,Robert Downey Jr.,Russo Brothers,2019-04-26,2019,181,8.49,100.0,337041859,Hit,https://mcu-posters.example.com/22.jpg,China
12,Ant-Man,2,Sci-Fi,Paul Rudd,Peyton Reed,2015-07-17,2015,117,7.32,86.6,44965930,Flop,https://mcu-posters.example.com/12.jpg,India
22,Avengers: Endgame,3,Action,Robert Downey Jr.,Russo Brothers,2019-04-26,2019,181,8.8,100.0,355923560,Hit,https://mcu-posters.example.com/22.jpg,South Korea
30,Black Panther: Wakanda Forever,4,Action,Letitia Wright,Ryan Coogler,2022-11-11,2022,161,6.94,100.0,97609417,Flop,https://mcu-posters.example.com/30.jpg,UK
22,Avengers: Endgame,3,Action,Robert Downey Jr.,Russo Brothers,2019-04-26,2019,181,8.75,100.0,309045428,Hit,https://mcu-posters.example.com/22.jpg,Germany
17,Thor: Ragnarok,3,Fantasy,Chris Hemsworth,Taika Waititi,2017-11-03,2017,130,7.49,93.2,79550585,Hit,https://mcu-posters.example.com/17.jpg,UK
24,Black Widow,4,Action,Scarlett Johansson,Cate Shortland,2021-07-09,2021,134,6.45,100.0,38292284,Flop,https://mcu-posters.example.com/24.jpg,Japan
2,The Incredible Hulk,1,Action,Edward Norton,Louis Leterrier,2008-06-13,2008,112,6.38,84.2,22222117,Flop,https://mcu-posters.example.com/2.jpg,Germany
9,Captain America: The Winter Soldier,2,Action,Chris Evans,Russo Brothers,2014-04-04,2014,136,7.74,100.0,98017712,Hit,https://mcu-posters.example.com/9.jpg,UK
15,Guardians of the Galaxy Vol. 2,3,Sci-Fi,Chris Pratt,James Gunn,2017-05-05,2017,136,7.23,100.0,90984896,Hit,https://mcu-posters.example.com/15.jpg,South Korea
8,Thor: The Dark World,2,Fantasy,Chris Hemsworth,Alan Taylor,2013-11-08,2013,112,6.55,72.3,46589346,Flop,https://mcu-posters.example.com/8.jpg,UK
19,Avengers: Infinity War,3,Action,Robert Downey Jr.,Russo Brothers,2018-04-27,2018,149,8.5,100.0,248981368,Hit,https://mcu-posters.example.com/19.jpg,Canada
23,Spider-Man: Far From Home,3,Action,Tom Holland,Jon Watts,2019-07-02,2019,129,7.62,100.0,123364144,Hit,https://mcu-posters.example.com/23.jpg,India
29,Thor: Love and Thunder,4,Fantasy,Chris Hemsworth,Taika Waititi,2022-07-08,2022,119,6.62,91.1,69258617,Flop,https://mcu-posters.example.com/29.jpg,Japan
6,The Avengers,1,Action,Robert Downey Jr.,Joss Whedon,2012-05-04,2012,143,8.42,90.5,137481478,Hit,https://mcu-posters.example.com/6.jpg,Germany
12,Ant-Man,2,Sci-Fi,Paul Rudd,Peyton Reed,2015-07-17,2015,117,6.76,100.0,55343322,Flop,https://mcu-posters.example.com/12.jpg,Japan
33,The Marvels,5,Action,Brie Larson,Nia DaCosta,2023-11-10,2023,105,5.06,88.8,18288650,Flop,https://mcu-posters.example.com/33.jpg,Australia
10,Guardians of the Galaxy,2,Sci-Fi,Chris Pratt,James Gunn,2014-08-01,2014,121,7.99,100.0,90788256,Hit,https://mcu-posters.example.com/10.jpg,Australia
2,The Incredible Hulk,1,Action,Edward Norton,Louis Leterrier,2008-06-13,2008,112,6.71,66.6,17575763,Flop,https://mcu-posters.example.com/2.jpg,Australia
23,Spider-Man: Far From Home,3,Action,Tom Holland,Jon Watts,2019-07-02,2019,129,6.95,91.9,104078950,Flop,https://mcu-posters.example.com/23.jpg,Germany
10,Guardians of the Galaxy,2,Sci-Fi,Chris Pratt,James Gunn,2014-08-01,2014,121,8.03,100.0,96756013,Hit,https://mcu-posters.example.com/10.jpg,France
34,Deadpool & Wolverine,5,Action,Ryan Reynolds,Shawn Levy,2024-07-26,2024,127,7.78,95.6,124278087,Hit,https://mcu-posters.example.com/34.jpg,Germany
4,Thor,1,Fantasy,Chris Hemsworth,Kenneth Branagh,2011-05-06,2011,115,6.61,77.3,34708062,Flop,https://mcu-posters.example.com/4.jpg,Germany
24,Black Widow,4,Action,Scarlett Johansson,Cate Shortland,2021-07-09,2021,134,6.56,100.0,45204751,Flop,https://mcu-posters.example.com/24.jpg,Germany
15,Guardians of the Galaxy Vol. 2,3,Sci-Fi,Chris Pratt,James Gunn,2017-05-05,2017,136,6.99,100.0,86585666,Flop,https://mcu-posters.example.com/15.jpg,Germany
11,Avengers: Age of Ultron,2,Action,Robert Downey Jr.,Joss Whedon,2015-05-01,2015,141,7.48,80.2,112721210,Hit,https://mcu-posters.example.com/11.jpg,China
11,Avengers: Age of Ultron,2,Action,Robert Downey Jr.,Joss Whedon,2015-05-01,2015,141,7.83,100.0,148460275,Hit,https://mcu-posters.example.com/11.jpg,UK
11,Avengers: Age of Ultron,2,Action,Robert Downey Jr.,Joss Whedon,2015-05-01,2015,141,7.23,100.0,168802804,Hit,https://mcu-posters.example.com/11.jpg,France
15,Guardians of the Galaxy Vol. 2,3,Sci-Fi,Chris Pratt,James Gunn,2017-05-05,2017,136,7.51,100.0,92422383,Hit,https://mcu-posters.example.com/15.jpg,Canada
28,Doctor Strange in the Multiverse of Madness,4,Fantasy,Benedict Cumberbatch,Sam Raimi,2022-05-06,2022,126,7.24,100.0,124935150,Hit,https://mcu-posters.example.com/28.jpg,Australia
18,Black Panther,3,Action,Chadwick Boseman,Ryan Coogler,2018-02-16,2018,134,7.36,100.0,138128487,Hit,https://mcu-posters.example.com/18.jpg,USA
26,Eternals,4,Fantasy,Gemma Chan,Chloé Zhao,2021-11-05,2021,156,6.47,100.0,48912447,Flop,https://mcu-posters.example.com/26.jpg,India
25,Shang-Chi,4,Action,Simu Liu,Destin Cretton,2021-09-03,2021,132,6.74,100.0,53299909,Flop,https://mcu-posters.example.com/25.jpg,Germany
27,Spider-Man: No Way Home,4,Action,Tom Holland,Jon Watts,2021-12-17,2021,148,8.05,100.0,205390292,Hit,https://mcu-posters.example.com/27.jpg,South Korea
30,Black Panther: Wakanda Forever,4,Action,Letitia Wright,Ryan Coogler,2022-11-11,2022,161,7.16,100.0,108530930,Hit,https://mcu-posters.example.com/30.jpg,China
9,Captain America: The Winter Soldier,2,Action,Chris Evans,Russo Brothers,2014-04-04,2014,136,8.16,100.0,71751671,Hit,https://mcu-posters.example.com/9.jpg,India
1,Iron Man,1,Action,Robert Downey Jr.,Jon Favreau,2008-05-02,2008,126,7.92,100.0,74146829,Hit,https://mcu-posters.example.com/1.jpg,UK
17,Thor: Ragnarok,3,Fantasy,Chris Hemsworth,Taika Waititi,2017-11-03,2017,130,7.89,100.0,117065471,Hit,https://mcu-posters.example.com/17.jpg,Germany
20,Ant-Man and the Wasp,3,Sci-Fi,Paul Rudd,Peyton Reed,2018-07-06,2018,118,7.26,96.8,60198519,Hit,https://mcu-posters.example.com/20.jpg,Australia
5,Captain America: The First Avenger,1,Action,Chris Evans,Joe Johnston,2011-07-22,2011,124,6.93,94.7,35036461,Flop,https://mcu-posters.example.com/5.jpg,USA
27,Spider-Man: No Way Home,4,Action,Tom Holland,Jon Watts,2021-12-17,2021,148,8.21,100.0,232712852,Hit,https://mcu-posters.example.com/27.jpg,Canada
10,Guardians of the Galaxy,2,Sci-Fi,Chris Pratt,James Gunn,2014-08-01,2014,121,8.11,74.6,57646268,Hit,https://mcu-posters.example.com/10.jpg,South Korea
11,Avengers: Age of Ultron,2,Action,Robert Downey Jr.,Joss Whedon,2015-05-01,2015,141,7.56,89.6,125825612,Hit,https://mcu-posters.example.com/11.jpg,Australia
26,Eternals,4,Fantasy,Gemma Chan,Chloé Zhao,2021-11-05,2021,156,6.74,100.0,44398023,Flop,https://mcu-posters.example.com/26.jpg,Canada
27,Spider-Man: No Way Home,4,Action,Tom Holland,Jon Watts,2021-12-17,2021,148,8.53,100.0,218250543,Hit,https://mcu-posters.example.com/27.jpg,Japan
13,Captain America: Civil War,3,Action,Chris Evans,Russo Brothers,2016-05-06,2016,147,8.04,90.0,103727971,Hit,https://mcu-posters.example.com/13.jpg,Australia
23,Spider-Man: Far From Home,3,Action,Tom Holland,Jon Watts,2019-07-02,2019,129,7.19,100.0,146624302,Hit,https://mcu-posters.example.com/23.jpg,UK
15,Guardians of the Galaxy Vol. 2,3,Sci-Fi,Chris Pratt,James Gunn,2017-05-05,2017,136,7.44,100.0,109597612,Hit,https://mcu-posters.example.com/15.jpg,India
9,Captain America: The Winter Soldier,2,Action,Chris Evans,Russo Brothers,2014-04-04,2014,136,7.79,87.2,62275387,Hit,https://mcu-posters.example.com/9.jpg,Japan
8,Thor: The Dark World,2,Fantasy,Chris Hemsworth,Alan Taylor,2013-11-08,2013,112,7.07,100.0,71315694,Hit,https://mcu-posters.example.com/8.jpg,France
10,Guardians of the Galaxy,2,Sci-Fi,Chris Pratt,James Gunn,2014-08-01,2014,121,8.13,85.6,66148364,Hit,https://mcu-posters.example.com/10.jpg,Australia
29,Thor: Love and Thunder,4,Fantasy,Chris Hemsworth,Taika Waititi,2022-07-08,2022,119,5.75,89.7,68184677,Flop,https://mcu-posters.example.com/29.jpg,Canada
18,Black Panther,3,Action,Chadwick Boseman,Ryan Coogler,2018-02-16,2018,134,7.07,86.1,115934882,Hit,https://mcu-posters.example.com/18.jpg,China
1,Iron Man,1,Action,Robert Downey Jr.,Jon Favreau,2008-05-02,2008,126,8.25,100.0,63076997,Hit,https://mcu-posters.example.com/1.jpg,UK
34,Deadpool & Wolverine,5,Action,Ryan Reynolds,Shawn Levy,2024-07-26,2024,127,8.01,77.9,101272470,Hit,https://mcu-posters.example.com/34.jpg,India
34,Deadpool & Wolverine,5,Action,Ryan Reynolds,Shawn Levy,2024-07-26,2024,127,8.09,82.3,107054385,Hit,https://mcu-posters.example.com/34.jpg,UK
31,Ant-Man and the Wasp: Quantumania,5,Sci-Fi,Paul Rudd,Peyton Reed,2023-02-17,2023,124,5.78,90.7,43153703,Flop,https://mcu-posters.example.com/31.jpg,Australia
29,Thor: Love and Thunder,4,Fantasy,Chris Hemsworth,Taika Waititi,2022-07-08,2022,119,6.02,100.0,85116175,Flop,https://mcu-posters.example.com/29.jpg,India
8,Thor: The Dark World,2,Fantasy,Chris Hemsworth,Alan Taylor,2013-11-08,2013,112,6.13,95.3,61347788,Flop,https://mcu-posters.example.com/8.jpg,Germany
30,Black Panther: Wakanda Forever,4,Action,Letitia Wright,Ryan Coogler,2022-11-11,2022,161,6.95,100.0,98096314,Flop,https://mcu-posters.example.com/30.jpg,Canada
5,Captain America: The First Avenger,1,Action,Chris Evans,Joe Johnston,2011-07-22,2011,124,6.44,100.0,37030291,Flop,https://mcu-posters.example.com/5.jpg,China
18,Black Panther,3,Action,Chadwick Boseman,Ryan Coogler,2018-02-16,2018,134,7.1,100.0,159135304,Hit,https://mcu-posters.example.com/18.jpg,USA
25,Shang-Chi,4,Action,Simu Liu,Destin Cretton,2021-09-03,2021,132,8.09,93.2,40262269,Flop,https://mcu-posters.example.com/25.jpg,India
8,Thor: The Dark World,2,Fantasy,Chris Hemsworth,Alan Taylor,2013-11-08,2013,112,7.02,89.4,57602871,Hit,https://mcu-posters.example.com/8.jpg,South Korea
28,Doctor Strange in the Multiverse of Madness,4,Fantasy,Benedict Cumberbatch,Sam Raimi,2022-05-06,2022,126,7.02,100.0,103551971,Hit,https://mcu-posters.example.com/28.jpg,France
11,Avengers: Age of Ultron,2,Action,Robert Downey Jr.,Joss Whedon,2015-05-01,2015,141,7.41,100.0,146443161,Hit,https://mcu-posters.example.com/11.jpg,South Korea
19,Avengers: Infinity War,3,Action,Robert Downey Jr.,Russo Brothers,2018-04-27,2018,149,8.38,100.0,213154014,Hit,https://mcu-posters.example.com/19.jpg,Australia
34,Deadpool & Wolverine,5,Action,Ryan Reynolds,Shawn Levy,2024-07-26,2024,127,7.51,100.0,159470020,Hit,https://mcu-posters.example.com/34.jpg,UK
6,The Avengers,1,Action,Robert Downey Jr.,Joss Whedon,2012-05-04,2012,143,8.25,100.0,175173922,Hit,https://mcu-posters.example.com/6.jpg,France
24,Black Widow,4,Action,Scarlett Johansson,Cate Shortland,2021-07-09,2021,134,7.04,100.0,41870399,Flop,https://mcu-posters.example.com/24.jpg,Australia
32,Guardians of the Galaxy Vol. 3,5,Sci-Fi,Chris Pratt,James Gunn,2023-05-05,2023,150,7.44,98.6,83326302,Hit,https://mcu-posters.example.com/32.jpg,Japan
27,Spider-Man: No Way Home,4,Action,Tom Holland,Jon Watts,2021-12-17,2021,148,7.9,98.9,190016887,Hit,https://mcu-posters.example.com/27.jpg,USA
7,Iron Man 3,2,Action,Robert Downey Jr.,Shane Black,2013-05-03,2013,130,6.73,89.0,108161865,Flop,https://mcu-posters.example.com/7.jpg,India
18,Black Panther,3,Action,Chadwick Boseman,Ryan Coogler,2018-02-16,2018,134,7.12,92.8,125055247,Hit,https://mcu-posters.example.com/18.jpg,India
33,The Marvels,5,Action,Brie Larson,Nia DaCosta,2023-11-10,2023,105,5.81,64.3,13253309,Flop,https://mcu-posters.example.com/33.jpg,China
27,Spider-Man: No Way Home,4,Action,Tom Holland,Jon Watts,2021-12-17,2021,148,8.38,100.0,256078574,Hit,https://mcu-posters.example.com/27.jpg,India
23,Spider-Man: Far From Home,3,Action,Tom Holland,Jon Watts,2019-07-02,2019,129,7.38,97.0,109754351,Hit,https://mcu-posters.example.com/23.jpg,UK
1,Iron Man,1,Action,Robert Downey Jr.,Jon Favreau,2008-05-02,2008,126,7.93,93.7,54805849,Hit,https://mcu-posters.example.com/1.jpg,UK
32,Guardians of the Galaxy Vol. 3,5,Sci-Fi,Chris Pratt,James Gunn,2023-05-05,2023,150,7.75,99.4,84030922,Hit,https://mcu-posters.example.com/32.jpg,Australia
32,Guardians of the Galaxy Vol. 3,5,Sci-Fi,Chris Pratt,James Gunn,2023-05-05,2023,150,7.55,100.0,105830610,Hit,https://mcu-posters.example.com/32.jpg,Australia
28,Doctor Strange in the Multiverse of Madness,4,Fantasy,Benedict Cumberbatch,Sam Raimi,2022-05-06,2022,126,6.87,100.0,105790099,Flop,https://mcu-posters.example.com/28.jpg,India
7,Iron Man 3,2,Action,Robert Downey Jr.,Shane Black,2013-05-03,2013,130,7.2,100.0,156142659,Hit,https://mcu-posters.example.com/7.jpg,South Korea
25,Shang-Chi,4,Action,Simu Liu,Destin Cretton,2021-09-03,2021,132,7.33,94.6,40867812,Flop,https://mcu-posters.example.com/25.jpg,France
34,Deadpool & Wolverine,5,Action,Ryan Reynolds,Shawn Levy,2024-07-26,2024,127,7.56,100.0,130778180,Hit,https://mcu-posters.example.com/34.jpg,Japan
3,Iron Man 2,1,Action,Robert Downey Jr.,Jon Favreau,2010-05-07,2010,124,6.36,88.5,55133604,Flop,https://mcu-posters.example.com/3.jpg,France
7,Iron Man 3,2,Action,Robert Downey Jr.,Shane Black,2013-05-03,2013,130,7.13,86.2,104678746,Hit,https://mcu-posters.example.com/7.jpg,France
7,Iron Man 3,2,Action,Robert Downey Jr.,Shane Black,2013-05-03,2013,130,6.51,100.0,126970690,Flop,https://mcu-posters.example.com/7.jpg,France
7,Iron Man 3,2,Action,Robert Downey Jr.,Shane Black,2013-05-03,2013,130,7.27,97.9,118999316,Hit,https://mcu-posters.example.com/7.jpg,UK
16,Spider-Man: Homecoming,3,Action,Tom Holland,Jon Watts,2017-07-07,2017,133,7.21,97.6,85849559,Hit,https://mcu-posters.example.com/16.jpg,China
27,Spider-Man: No Way Home,4,Action,Tom Holland,Jon Watts,2021-12-17,2021,148,8.04,93.8,180223576,Hit,https://mcu-posters.example.com/27.jpg,Japan
3,Iron Man 2,1,Action,Robert Downey Jr.,Jon Favreau,2010-05-07,2010,124,6.95,90.4,56349752,Flop,https://mcu-posters.example.com/3.jpg,China
29,Thor: Love and Thunder,4,Fantasy,Chris Hemsworth,Taika Waititi,2022-07-08,2022,119,5.98,100.0,102307645,Flop,https://mcu-posters.example.com/29.jpg,South Korea
34,Deadpool & Wolverine,5,Action,Ryan Reynolds,Shawn Levy,2024-07-26,2024,127,7.88,95.2,123796218,Hit,https://mcu-posters.example.com/34.jpg,USA
26,Eternals,4,Fantasy,Gemma Chan,Chloé Zhao,2021-11-05,2021,156,6.63,89.7,36055252,Flop,https://mcu-posters.example.com/26.jpg,Japan
2,The Incredible Hulk,1,Action,Edward Norton,Louis Leterrier,2008-06-13,2008,112,6.44,64.4,17011293,Flop,https://mcu-posters.example.com/2.jpg,Australia
12,Ant-Man,2,Sci-Fi,Paul Rudd,Peyton Reed,2015-07-17,2015,117,7.21,100.0,58270572,Hit,https://mcu-posters.example.com/12.jpg,USA
22,Avengers: Endgame,3,Action,Robert Downey Jr.,Russo Brothers,2019-04-26,2019,181,8.53,87.7,245261701,Hit,https://mcu-posters.example.com/22.jpg,UK
19,Avengers: Infinity War,3,Action,Robert Downey Jr.,Russo Brothers,2018-04-27,2018,149,8.46,100.0,232642864,Hit,https://mcu-posters.example.com/19.jpg,Japan
2,The Incredible Hulk,1,Action,Edward Norton,Louis Leterrier,2008-06-13,2008,112,6.74,88.0,23227167,Flop,https://mcu-posters.example.com/2.jpg,South Korea
17,Thor: Ragnarok,3,Fantasy,Chris Hemsworth,Taika Waititi,2017-11-03,2017,130,8.12,94.0,80249748,Hit,https://mcu-posters.example.com/17.jpg,China
23,Spider-Man: Far From Home,3,Action,Tom Holland,Jon Watts,2019-07-02,2019,129,6.62,100.0,138385735,Flop,https://mcu-posters.example.com/23.jpg,China
16,Spider-Man: Homecoming,3,Action,Tom Holland,Jon Watts,2017-07-07,2017,133,6.88,100.0,89466090,Flop,https://mcu-posters.example.com/16.jpg,India
29,Thor: Love and Thunder,4,Fantasy,Chris Hemsworth,Taika Waititi,2022-07-08,2022,119,6.06,100.0,103836389,Flop,https://mcu-posters.example.com/29.jpg,USA
21,Captain Marvel,3,Action,Brie Larson,Anna Boden,2019-03-08,2019,123,6.79,100.0,125428635,Flop,https://mcu-posters.example.com/21.jpg,South Korea
17,Thor: Ragnarok,3,Fantasy,Chris Hemsworth,Taika Waititi,2017-11-03,2017,130,7.62,88.0,75112486,Hit,https://mcu-posters.example.com/17.jpg,Canada
14,Doctor Strange,3,Fantasy,Benedict Cumberbatch,Scott Derrickson,2016-11-04,2016,115,7.79,100.0,83802572,Hit,https://mcu-posters.example.com/14.jpg,Germany
21,Captain Marvel,3,Action,Brie Larson,Anna Boden,2019-03-08,2019,123,6.82,100.0,145685442,Flop,https://mcu-posters.example.com/21.jpg,Japan
23,Spider-Man: Far From Home,3,Action,Tom Holland,Jon Watts,2019-07-02,2019,129,7.32,100.0,118088875,Hit,https://mcu-posters.example.com/23.jpg,Canada
32,Guardians of the Galaxy Vol. 3,5,Sci-Fi,Chris Pratt,James Gunn,2023-05-05,2023,150,7.69,95.7,80861233,Hit,https://mcu-posters.example.com/32.jpg,UK
22,Avengers: Endgame,3,Action,Robert Downey Jr.,Russo Brothers,2019-04-26,2019,181,8.16,100.0,283224647,Hit,https://mcu-posters.example.com/22.jpg,China
15,Guardians of the Galaxy Vol. 2,3,Sci-Fi,Chris Pratt,James Gunn,2017-05-05,2017,136,7.65,100.0,92020510,Hit,https://mcu-posters.example.com/15.jpg,China
20,Ant-Man and the Wasp,3,Sci-Fi,Paul Rudd,Peyton Reed,2018-07-06,2018,118,7.5,100.0,64884073,Hit,https://mcu-posters.example.com/20.jpg,UK
6,The Avengers,1,Action,Robert Downey Jr.,Joss Whedon,2012-05-04,2012,143,8.23,99.4,151040596,Hit,https://mcu-posters.example.com/6.jpg,Japan
21,Captain Marvel,3,Action,Brie Larson,Anna Boden,2019-03-08,2019,123,7.19,100.0,147511540,Hit,https://mcu-posters.example.com/21.jpg,France
32,Guardians of the Galaxy Vol. 3,5,Sci-Fi,Chris Pratt,James Gunn,2023-05-05,2023,150,7.91,100.0,99116425,Hit,https://mcu-posters.example.com/32.jpg,Canada
25,Shang-Chi,4,Action,Simu Liu,Destin Cretton,2021-09-03,2021,132,7.0,100.0,44688087,Flop,https://mcu-posters.example.com/25.jpg,Australia
17,Thor: Ragnarok,3,Fantasy,Chris Hemsworth,Taika Waititi,2017-11-03,2017,130,7.98,100.0,91791093,Hit,https://mcu-posters.example.com/17.jpg,South Korea
23,Spider-Man: Far From Home,3,Action,Tom Holland,Jon Watts,2019-07-02,2019,129,7.71,100.0,113597079,Hit,https://mcu-posters.example.com/23.jpg,China
29,Thor: Love and Thunder,4,Fantasy,Chris Hemsworth,Taika Waititi,2022-07-08,2022,119,6.69,81.9,62231367,Flop,https://mcu-posters.example.com/29.jpg,China
11,Avengers: Age of Ultron,2,Action,Robert Downey Jr.,Joss Whedon,2015-05-01,2015,141,7.28,100.0,159504690,Hit,https://mcu-posters.example.com/11.jpg,Canada
21,Captain Marvel,3,Action,Brie Larson,Anna Boden,2019-03-08,2019,123,6.94,97.8,110283495,Flop,https://mcu-posters.example.com/21.jpg,USA
8,Thor: The Dark World,2,Fantasy,Chris Hemsworth,Alan Taylor,2013-11-08,2013,112,6.83,100.0,79091422,Flop,https://mcu-posters.example.com/8.jpg,Australia
20,Ant-Man and the Wasp,3,Sci-Fi,Paul Rudd,Peyton Reed,2018-07-06,2018,118,7.01,100.0,63543808,Hit,https://mcu-posters.example.com/20.jpg,Germany
19,Avengers: Infinity War,3,Action,Robert Downey Jr.,Russo Brothers,2018-04-27,2018,149,8.29,100.0,259543780,Hit,https://mcu-posters.example.com/19.jpg,Germany
12,Ant-Man,2,Sci-Fi,Paul Rudd,Peyton Reed,2015-07-17,2015,117,7.74,99.6,51670283,Hit,https://mcu-posters.example.com/12.jpg,Japan
5,Captain America: The First Avenger,1,Action,Chris Evans,Joe Johnston,2011-07-22,2011,124,7.24,100.0,37815910,Flop,https://mcu-posters.example.com/5.jpg,Australia
6,The Avengers,1,Action,Robert Downey Jr.,Joss Whedon,2012-05-04,2012,143,7.94,86.3,131136483,Hit,https://mcu-posters.example.com/6.jpg,UK
26,Eternals,4,Fantasy,Gemma Chan,Chloé Zhao,2021-11-05,2021,156,6.1,100.0,49151137,Flop,https://mcu-posters.example.com/26.jpg,India
10,Guardians of the Galaxy,2,Sci-Fi,Chris Pratt,James Gunn,2014-08-01,2014,121,8.08,97.7,75545687,Hit,https://mcu-posters.example.com/10.jpg,China
23,Spider-Man: Far From Home,3,Action,Tom Holland,Jon Watts,2019-07-02,2019,129,7.28,85.2,96404156,Hit,https://mcu-posters.example.com/23.jpg,Japan
9,Captain America: The Winter Soldier,2,Action,Chris Evans,Russo Brothers,2014-04-04,2014,136,7.71,100.0,72606338,Hit,https://mcu-posters.example.com/9.jpg,Japan
7,Iron Man 3,2,Action,Robert Downey Jr.,Shane Black,2013-05-03,2013,130,7.56,100.0,144834415,Hit,https://mcu-posters.example.com/7.jpg,India
6,The Avengers,1,Action,Robert Downey Jr.,Joss Whedon,2012-05-04,2012,143,8.03,87.2,132394106,Hit,https://mcu-posters.example.com/6.jpg,China
15,Guardians of the Galaxy Vol. 2,3,Sci-Fi,Chris Pratt,James Gunn,2017-05-05,2017,136,8.05,100.0,95028144,Hit,https://mcu-posters.example.com/15.jpg,South Korea
3,Iron Man 2,1,Action,Robert Downey Jr.,Jon Favreau,2010-05-07,2010,124,6.99,100.0,69014291,Flop,https://mcu-posters.example.com/3.jpg,Australia
10,Guardians of the Galaxy,2,Sci-Fi,Chris Pratt,James Gunn,2014-08-01,2014,121,8.2,100.0,85028560,Hit,https://mcu-posters.example.com/10.jpg,India
2,The Incredible Hulk,1,Action,Edward Norton,Louis Leterrier,2008-06-13,2008,112,6.66,86.1,22726251,Flop,https://mcu-posters.example.com/2.jpg,South Korea
15,Guardians of the Galaxy Vol. 2,3,Sci-Fi,Chris Pratt,James Gunn,2017-05-05,2017,136,7.54,100.0,105188839,Hit,https://mcu-posters.example.com/15.jpg,Australia
16,Spider-Man: Homecoming,3,Action,Tom Holland,Jon Watts,2017-07-07,2017,133,7.33,100.0,89708695,Hit,https://mcu-posters.example.com/16.jpg,Australia
29,Thor: Love and Thunder,4,Fantasy,Chris Hemsworth,Taika Waititi,2022-07-08,2022,119,6.21,65.3,49622001,Flop,https://mcu-posters.example.com/29.jpg,Australia
10,Guardians of the Galaxy,2,Sci-Fi,Chris Pratt,James Gunn,2014-08-01,2014,121,7.85,100.0,80799277,Hit,https://mcu-posters.example.com/10.jpg,USA
19,Avengers: Infinity War,3,Action,Robert Downey Jr.,Russo Brothers,2018-04-27,2018,149,8.14,82.7,169329552,Hit,https://mcu-posters.example.com/19.jpg,Australia
2,The Incredible Hulk,1,Action,Edward Norton,Louis Leterrier,2008-06-13,2008,112,7.19,100.0,29426182,Flop,https://mcu-posters.example.com/2.jpg,France
31,Ant-Man and the Wasp: Quantumania,5,Sci-Fi,Paul Rudd,Peyton Reed,2023-02-17,2023,124,5.7,100.0,57470574,Flop,https://mcu-posters.example.com/31.jpg,South Korea
27,Spider-Man: No Way Home,4,Action,Tom Holland,Jon Watts,2021-12-17,2021,148,8.0,100.0,216726085,Hit,https://mcu-posters.example.com/27.jpg,Germany
13,Captain America: Civil War,3,Action,Chris Evans,Russo Brothers,2016-05-06,2016,147,7.66,91.3,105229691,Hit,https://mcu-posters.example.com/13.jpg,Japan
12,Ant-Man,2,Sci-Fi,Paul Rudd,Peyton Reed,2015-07-17,2015,117,7.59,100.0,57396731,Hit,https://mcu-posters.example.com/12.jpg,Germany
26,Eternals,4,Fantasy,Gemma Chan,Chloé Zhao,2021-11-05,2021,156,6.28,98.5,39608872,Flop,https://mcu-posters.example.com/26.jpg,France
25,Shang-Chi,4,Action,Simu Liu,Destin Cretton,2021-09-03,2021,132,7.57,100.0,46208429,Flop,https://mcu-posters.example.com/25.jpg,India
24,Black Widow,4,Action,Scarlett Johansson,Cate Shortland,2021-07-09,2021,134,6.31,100.0,44586843,Flop,https://mcu-posters.example.com/24.jpg,India
28,Doctor Strange in the Multiverse of Madness,4,Fantasy,Benedict Cumberbatch,Sam Raimi,2022-05-06,2022,126,6.58,100.0,95786891,Flop,https://mcu-posters.example.com/28.jpg,China
24,Black Widow,4,Action,Scarlett Johansson,Cate Shortland,2021-07-09,2021,134,6.63,99.2,37610393,Flop,https://mcu-posters.example.com/24.jpg,Australia
21,Captain Marvel,3,Action,Brie Larson,Anna Boden,2019-03-08,2019,123,6.56,99.3,112008999,Flop,https://mcu-posters.example.com/21.jpg,Germany
23,Spider-Man: Far From Home,3,Action,Tom Holland,Jon Watts,2019-07-02,2019,129,6.77,77.7,87945819,Flop,https://mcu-posters.example.com/23.jpg,UK
9,Captain America: The Winter Soldier,2,Action,Chris Evans,Russo Brothers,2014-04-04,2014,136,7.57,98.0,69995060,Hit,https://mcu-posters.example.com/9.jpg,China
16,Spider-Man: Homecoming,3,Action,Tom Holland,Jon Watts,2017-07-07,2017,133,7.8,89.9,79077622,Hit,https://mcu-posters.example.com/16.jpg,Germany
9,Captain America: The Winter Soldier,2,Action,Chris Evans,Russo Brothers,2014-04-04,2014,136,8.13,87.1,62195417,Hit,https://mcu-posters.example.com/9.jpg,UK
33,The Marvels,5,Action,Brie Larson,Nia DaCosta,2023-11-10,2023,105,5.01,100.0,25617677,Flop,https://mcu-posters.example.com/33.jpg,South Korea
